"curveID","param","param_value","PARi","assim"
"Asat_28","Asat",28,150,9.79243287865436
"Asat_28","Asat",28,200,12.2446019097551
"Asat_28","Asat",28,250,14.2317608571366
"Asat_28","Asat",28,300,15.8386020111699
"Asat_28","Asat",28,350,17.142803050839
"Asat_28","Asat",28,400,18.2093762878141
"Asat_28","Asat",28,500,19.824653719474
"Asat_28","Asat",28,600,20.971231952524
"Asat_28","Asat",28,800,22.4631032983281
"Asat_28","Asat",28,1000,23.3776408922207
"Asat_28","Asat",28,1250,24.1131917413773
"Asat_28","Asat",28,1500,24.6031448891306
"Asat_28","Asat",28,1800,25.0100759503455
"Asat_30","Asat",30,0,-1
"Asat_30","Asat",30,10,-0.110862816885499
"Asat_30","Asat",30,20,0.756313936682758
"Asat_30","Asat",30,30,1.60121706858531
"Asat_30","Asat",30,40,2.42358854511099
"Asat_30","Asat",30,50,3.22322891206427
"Asat_30","Asat",30,60,4
"Asat_30","Asat",30,70,4.75382682948212
"Asat_30","Asat",30,80,5.48469865573747
"Asat_30","Asat",30,90,6.19266911897793
"Asat_30","Asat",30,100,6.87785549550974
"Asat_30","Asat",30,150,9.97031447980415
"Asat_30","Asat",30,200,12.5424868893541
"Asat_30","Asat",30,250,14.6597436821947
"Asat_30","Asat",30,300,16.3960135530193
"Asat_30","Asat",30,350,17.8221955723179
"Asat_30","Asat",30,400,19
"Asat_30","Asat",30,500,20.8029485097507
"Asat_30","Asat",30,600,22.0958424017657
"Asat_30","Asat",30,800,23.7920271060385
"Asat_30","Asat",30,1000,24.8380151290434
"Asat_30","Asat",30,1250,25.6817508583985
"Asat_30","Asat",30,1500,26.2446146440003
"Asat_30","Asat",30,1800,26.7124344467705
"Asat_32","Asat",32,0,-1
"Asat_32","Asat",32,10,-0.110180321075978
"Asat_32","Asat",32,20,0.759070958024216
"Asat_32","Asat",32,30,1.60747414558934
"Asat_32","Asat",32,40,2.4347946192677
"Asat_32","Asat",32,50,3.2408455503939
"Asat_32","Asat",32,60,4.02549012254166
"Asat_32","Asat",32,70,4.78864318399368
"Asat_32","Asat",32,80,5.53027228811645
"Asat_32","Asat",32,90,6.2503980922002
"Asat_32","Asat",32,100,6.94909410338173
"Asat_32","Asat",32,150,10.1272357075905
"Asat_32","Asat",32,200,12.8078958554641
"Asat_32","Asat",32,250,15.0453607523715
"Asat_32","Asat",32,300,16.903891500167
"Asat_32","Asat",32,350,18.4476718937263
"Asat_32","Asat",32,400,19.7346320581017
"Asat_32","Asat",32,500,21.7256108028121
"Asat_32","Asat",32,600,23.1681286774705
"Asat_32","Asat",32,800,25.0769719066573
"Asat_32","Asat",32,1000,26.2616190481676
"Asat_32","Asat",32,1250,27.2202805601
"Asat_32","Asat",32,1500,27.8609047541033
"Asat_32","Asat",32,1800,28.3938005485126
"Asat_34","Asat",34,0,-1
"Asat_34","Asat",34,10,-0.109578502406119
"Asat_34","Asat",34,20,0.761500871276678
"Asat_34","Asat",34,30,1.61298693258639
"Asat_34","Asat",34,40,2.44466578219748
"Asat_34","Asat",34,50,3.25636300277492
"Asat_34","Asat",34,60,4.04794548688106
"Asat_34","Asat",34,70,4.81932285613862
"Asat_34","Asat",34,80,5.57044843680686
"Asat_34","Asat",34,90,6.30131976739867
"Asat_34","Asat",34,100,7.0119786255234
"Asat_34","Asat",34,150,10.2665489506076
"Asat_34","Asat",34,200,13.0454898180149
"Asat_34","Asat",34,250,15.3939169527995
"Asat_34","Asat",34,300,17.3675393683341
"Asat_34","Asat",34,350,19.0241047861308
"Asat_34","Asat",34,400,20.4175131775007
"Asat_34","Asat",34,500,22.5955803417527
"Asat_34","Asat",34,600,24.1900287336512
"Asat_34","Asat",34,800,26.3187631244252
"Asat_34","Asat",34,1000,27.6488116586397
"Asat_34","Asat",34,1250,28.7289058391532
"Asat_34","Asat",34,1500,29.452049694404
"Asat_34","Asat",34,1800,30.0541672572737
"Asat_36","Asat",36,0,-1
"Asat_36","Asat",36,10,-0.109043856091574
"Asat_36","Asat",36,20,0.763658597601486
"Asat_36","Asat",36,30,1.61788060229238
"Asat_36","Asat",36,40,2.45342659461169
"Asat_36","Asat",36,50,3.27013398944968
"Asat_36","Asat",36,60,4.06787469447712
"Asat_36","Asat",36,70,4.84655632413101
"Asat_36","Asat",36,80,5.60612308660186
"Asat_36","Asat",36,90,6.34655632413101
"Asat_36","Asat",36,100,7.06787469447712
"Asat_36","Asat",36,150,10.3909561439084
"Asat_36","Asat",36,200,13.2591477021212
"Asat_36","Asat",36,250,15.7099859550593
"Asat_36","Asat",36,300,17.7916924186337
"Asat_36","Asat",36,350,19.5559878971276
"Asat_36","Asat",36,400,21.0526680779794
"Asat_36","Asat",36,500,23.4157801509648
"Asat_36","Asat",36,600,25.1635382117009
"Asat_36","Asat",36,800,27.5182954042424
"Asat_36","Asat",36,1000,29
"Asat_36","Asat",36,1250,30.207779905602
"Asat_36","Asat",36,1500,31.0181010300782
"Asat_36","Asat",36,1800,31.6935375728003
"Asat_38","Asat",38,0,-1
"Asat_38","Asat",38,10,-0.108565731807067
"Asat_38","Asat",38,20,0.76558742123662
"Asat_38","Asat",38,30,1.622253782291
"Asat_38","Asat",38,40,2.4612540307508
"Asat_38","Asat",38,50,3.28243666530358
"Asat_38","Asat",38,60,4.08567926636392
"Asat_38","Asat",38,70,4.8708895338942
"Asat_38","Asat",38,80,5.63800608039937
"Asat_38","Asat",38,90,6.38699896335766
"Asat_38","Asat",38,100,7.11786994637849
"Asat_38","Asat",38,150,10.5026526318799
"Asat_38","Asat",38,200,13.4521081910678
"Asat_38","Asat",38,250,15.9975063274574
"Asat_38","Asat",38,300,18.1805583123816
"Asat_38","Asat",38,350,20.0474345377251
"Asat_38","Asat",38,400,21.6438812999379
"Asat_38","Asat",38,500,24.1890839934708
"Asat_38","Asat",38,600,26.0906868197915
"Asat_38","Asat",38,800,28.6765240811089
"Asat_38","Asat",38,1000,30.3156362969512
"Asat_38","Asat",38,1250,31.6570834540531
"Asat_38","Asat",38,1500,32.5591272411023
"Asat_38","Asat",38,1800,33.3119244857468
"Asat_40","Asat",40,0,-1
"Asat_40","Asat",40,10,-0.108135617454476
"Asat_40","Asat",40,20,0.767321915094347
"Asat_40","Asat",40,30,1.62618522990801
"Asat_40","Asat",40,40,2.46828942478041
"Asat_40","Asat",40,50,3.29349327408463
"Asat_40","Asat",40,60,4.10168028752596
"Asat_40","Asat",40,70,4.89275959852239
"Asat_40","Asat",40,80,5.66666666666667
"Asat_40","Asat",40,90,6.42336378173835
"Asat_40","Asat",40,100,7.16284036014557
"Asat_40","Asat",40,150,10.6034362578252
"Asat_40","Asat",40,200,13.6270859730722
"Asat_40","Asat",40,250,16.2598698193301
"Asat_40","Asat",40,300,18.5378637660291
"Asat_40","Asat",40,350,20.5021882466751
"Asat_40","Asat",40,400,22.194684737359
"Asat_40","Asat",40,500,24.9182900726271
"Asat_40","Asat",40,600,26.9735169008729
"Asat_40","Asat",40,800,29.7944565356876
"Asat_40","Asat",40,1000,31.5962148833216
"Asat_40","Asat",40,1250,33.0770238102095
"Asat_40","Asat",40,1500,34.0752134905376
"Asat_40","Asat",40,1800,34.9093509467916
"Rd_0.5","Rd",0.5,0,-0.5
"Rd_0.5","Rd",0.5,10,0.391434268192933
"Rd_0.5","Rd",0.5,20,1.26558742123662
"Rd_0.5","Rd",0.5,30,2.122253782291
"Rd_0.5","Rd",0.5,40,2.9612540307508
"Rd_0.5","Rd",0.5,50,3.78243666530358
"Rd_0.5","Rd",0.5,60,4.58567926636392
"Rd_0.5","Rd",0.5,70,5.3708895338942
"Rd_0.5","Rd",0.5,80,6.13800608039937
"Rd_0.5","Rd",0.5,90,6.88699896335766
"Rd_0.5","Rd",0.5,100,7.61786994637849
"Rd_0.5","Rd",0.5,150,11.0026526318799
"Rd_0.5","Rd",0.5,200,13.9521081910678
"Rd_0.5","Rd",0.5,250,16.4975063274574
"Rd_0.5","Rd",0.5,300,18.6805583123816
"Rd_0.5","Rd",0.5,350,20.5474345377251
"Rd_0.5","Rd",0.5,400,22.1438812999379
"Rd_0.5","Rd",0.5,500,24.6890839934708
"Rd_0.5","Rd",0.5,600,26.5906868197915
"Rd_0.5","Rd",0.5,800,29.1765240811089
"Rd_0.5","Rd",0.5,1000,30.8156362969512
"Rd_0.5","Rd",0.5,1250,32.1570834540531
"Rd_0.5","Rd",0.5,1500,33.0591272411023
"Rd_0.5","Rd",0.5,1800,33.8119244857468
"Rd_0.6","Rd",0.6,0,-0.6
"Rd_0.6","Rd",0.6,10,0.291434268192933
"Rd_0.6","Rd",0.6,20,1.16558742123662
"Rd_0.6","Rd",0.6,30,2.022253782291
"Rd_0.6","Rd",0.6,40,2.8612540307508
"Rd_0.6","Rd",0.6,50,3.68243666530358
"Rd_0.6","Rd",0.6,60,4.48567926636392
"Rd_0.6","Rd",0.6,70,5.2708895338942
"Rd_0.6","Rd",0.6,80,6.03800608039937
"Rd_0.6","Rd",0.6,90,6.78699896335766
"Rd_0.6","Rd",0.6,100,7.51786994637849
"Rd_0.6","Rd",0.6,150,10.9026526318799
"Rd_0.6","Rd",0.6,200,13.8521081910678
"Rd_0.6","Rd",0.6,250,16.3975063274574
"Rd_0.6","Rd",0.6,300,18.5805583123816
"Rd_0.6","Rd",0.6,350,20.4474345377251
"Rd_0.6","Rd",0.6,400,22.0438812999379
"Rd_0.6","Rd",0.6,500,24.5890839934708
"Rd_0.6","Rd",0.6,600,26.4906868197914
"Rd_0.6","Rd",0.6,800,29.0765240811089
"Rd_0.6","Rd",0.6,1000,30.7156362969512
"Rd_0.6","Rd",0.6,1250,32.0570834540531
"Rd_0.6","Rd",0.6,1500,32.9591272411023
"Rd_0.6","Rd",0.6,1800,33.7119244857468
"Rd_0.7","Rd",0.7,0,-0.7
"Rd_0.7","Rd",0.7,10,0.191434268192934
"Rd_0.7","Rd",0.7,20,1.06558742123662
"Rd_0.7","Rd",0.7,30,1.922253782291
"Rd_0.7","Rd",0.7,40,2.7612540307508
"Rd_0.7","Rd",0.7,50,3.58243666530358
"Rd_0.7","Rd",0.7,60,4.38567926636392
"Rd_0.7","Rd",0.7,70,5.1708895338942
"Rd_0.7","Rd",0.7,80,5.93800608039937
"Rd_0.7","Rd",0.7,90,6.68699896335766
"Rd_0.7","Rd",0.7,100,7.41786994637849
"Rd_0.7","Rd",0.7,150,10.8026526318799
"Rd_0.7","Rd",0.7,200,13.7521081910678
"Rd_0.7","Rd",0.7,250,16.2975063274574
"Rd_0.7","Rd",0.7,300,18.4805583123816
"Rd_0.7","Rd",0.7,350,20.3474345377251
"Rd_0.7","Rd",0.7,400,21.9438812999379
"Rd_0.7","Rd",0.7,500,24.4890839934708
"Rd_0.7","Rd",0.7,600,26.3906868197915
"Rd_0.7","Rd",0.7,800,28.9765240811089
"Rd_0.7","Rd",0.7,1000,30.6156362969512
"Rd_0.7","Rd",0.7,1250,31.9570834540531
"Rd_0.7","Rd",0.7,1500,32.8591272411023
"Rd_0.7","Rd",0.7,1800,33.6119244857468
"Rd_0.8","Rd",0.8,0,-0.8
"Rd_0.8","Rd",0.8,10,0.0914342681929334
"Rd_0.8","Rd",0.8,20,0.96558742123662
"Rd_0.8","Rd",0.8,30,1.822253782291
"Rd_0.8","Rd",0.8,40,2.6612540307508
"Rd_0.8","Rd",0.8,50,3.48243666530358
"Rd_0.8","Rd",0.8,60,4.28567926636392
"Rd_0.8","Rd",0.8,70,5.0708895338942
"Rd_0.8","Rd",0.8,80,5.83800608039937
"Rd_0.8","Rd",0.8,90,6.58699896335766
"Rd_0.8","Rd",0.8,100,7.31786994637849
"Rd_0.8","Rd",0.8,150,10.7026526318799
"Rd_0.8","Rd",0.8,200,13.6521081910678
"Rd_0.8","Rd",0.8,250,16.1975063274574
"Rd_0.8","Rd",0.8,300,18.3805583123816
"Rd_0.8","Rd",0.8,350,20.2474345377251
"Rd_0.8","Rd",0.8,400,21.8438812999379
"Rd_0.8","Rd",0.8,500,24.3890839934708
"Rd_0.8","Rd",0.8,600,26.2906868197914
"Rd_0.8","Rd",0.8,800,28.8765240811089
"Rd_0.8","Rd",0.8,1000,30.5156362969512
"Rd_0.8","Rd",0.8,1250,31.8570834540531
"Rd_0.8","Rd",0.8,1500,32.7591272411023
"Rd_0.8","Rd",0.8,1800,33.5119244857468
"Rd_0.9","Rd",0.9,0,-0.9
"Rd_0.9","Rd",0.9,10,-0.00856573180706655
"Rd_0.9","Rd",0.9,20,0.86558742123662
"Rd_0.9","Rd",0.9,30,1.722253782291
"Rd_0.9","Rd",0.9,40,2.5612540307508
"Rd_0.9","Rd",0.9,50,3.38243666530358
"Rd_0.9","Rd",0.9,60,4.18567926636392
"Rd_0.9","Rd",0.9,70,4.9708895338942
"Rd_0.9","Rd",0.9,80,5.73800608039937
"Rd_0.9","Rd",0.9,90,6.48699896335766
"Rd_0.9","Rd",0.9,100,7.21786994637849
"Rd_0.9","Rd",0.9,150,10.6026526318799
"Rd_0.9","Rd",0.9,200,13.5521081910678
"Rd_0.9","Rd",0.9,250,16.0975063274574
"Rd_0.9","Rd",0.9,300,18.2805583123816
"Rd_0.9","Rd",0.9,350,20.1474345377251
"Rd_0.9","Rd",0.9,400,21.7438812999379
"Rd_0.9","Rd",0.9,500,24.2890839934708
"Rd_0.9","Rd",0.9,600,26.1906868197915
"Rd_0.9","Rd",0.9,800,28.7765240811089
"Rd_0.9","Rd",0.9,1000,30.4156362969512
"Rd_0.9","Rd",0.9,1250,31.7570834540531
"Rd_0.9","Rd",0.9,1500,32.6591272411023
"Rd_0.9","Rd",0.9,1800,33.4119244857468
"Rd_1","Rd",1,0,-1
"Rd_1","Rd",1,10,-0.108565731807067
"Rd_1","Rd",1,20,0.76558742123662
"Rd_1","Rd",1,30,1.622253782291
"Rd_1","Rd",1,40,2.4612540307508
"Rd_1","Rd",1,50,3.28243666530358
"Rd_1","Rd",1,60,4.08567926636392
"Rd_1","Rd",1,70,4.8708895338942
"Rd_1","Rd",1,80,5.63800608039937
"Rd_1","Rd",1,90,6.38699896335766
"Rd_1","Rd",1,100,7.11786994637849
"Rd_1","Rd",1,150,10.5026526318799
"Rd_1","Rd",1,200,13.4521081910678
"Rd_1","Rd",1,250,15.9975063274574
"Rd_1","Rd",1,300,18.1805583123816
"Rd_1","Rd",1,350,20.0474345377251
"Rd_1","Rd",1,400,21.6438812999379
"Rd_1","Rd",1,500,24.1890839934708
"Rd_1","Rd",1,600,26.0906868197915
"Rd_1","Rd",1,800,28.6765240811089
"Rd_1","Rd",1,1000,30.3156362969512
"Rd_1","Rd",1,1250,31.6570834540531
"Rd_1","Rd",1,1500,32.5591272411023
"Rd_1","Rd",1,1800,33.3119244857468
"Rd_1.1","Rd",1.1,0,-1.1
"Rd_1.1","Rd",1.1,10,-0.208565731807067
"Rd_1.1","Rd",1.1,20,0.66558742123662
"Rd_1.1","Rd",1.1,30,1.522253782291
"Rd_1.1","Rd",1.1,40,2.3612540307508
"Rd_1.1","Rd",1.1,50,3.18243666530358
"Rd_1.1","Rd",1.1,60,3.98567926636392
"Rd_1.1","Rd",1.1,70,4.7708895338942
"Rd_1.1","Rd",1.1,80,5.53800608039937
"Rd_1.1","Rd",1.1,90,6.28699896335766
"Rd_1.1","Rd",1.1,100,7.01786994637849
"Rd_1.1","Rd",1.1,150,10.4026526318799
"Rd_1.1","Rd",1.1,200,13.3521081910678
"Rd_1.1","Rd",1.1,250,15.8975063274574
"Rd_1.1","Rd",1.1,300,18.0805583123816
"Rd_1.1","Rd",1.1,350,19.9474345377251
"Rd_1.1","Rd",1.1,400,21.5438812999379
"Rd_1.1","Rd",1.1,500,24.0890839934708
"Rd_1.1","Rd",1.1,600,25.9906868197914
"Rd_1.1","Rd",1.1,800,28.5765240811089
"Rd_1.1","Rd",1.1,1000,30.2156362969512
"Rd_1.1","Rd",1.1,1250,31.5570834540531
"Rd_1.1","Rd",1.1,1500,32.4591272411023
"Rd_1.1","Rd",1.1,1800,33.2119244857468
"Rd_1.2","Rd",1.2,0,-1.2
"Rd_1.2","Rd",1.2,10,-0.308565731807067
"Rd_1.2","Rd",1.2,20,0.56558742123662
"Rd_1.2","Rd",1.2,30,1.422253782291
"Rd_1.2","Rd",1.2,40,2.2612540307508
"Rd_1.2","Rd",1.2,50,3.08243666530358
"Rd_1.2","Rd",1.2,60,3.88567926636392
"Rd_1.2","Rd",1.2,70,4.6708895338942
"Rd_1.2","Rd",1.2,80,5.43800608039937
"Rd_1.2","Rd",1.2,90,6.18699896335766
"Rd_1.2","Rd",1.2,100,6.91786994637849
"Rd_1.2","Rd",1.2,150,10.3026526318799
"Rd_1.2","Rd",1.2,200,13.2521081910678
"Rd_1.2","Rd",1.2,250,15.7975063274574
"Rd_1.2","Rd",1.2,300,17.9805583123816
"Rd_1.2","Rd",1.2,350,19.8474345377251
"Rd_1.2","Rd",1.2,400,21.4438812999379
"Rd_1.2","Rd",1.2,500,23.9890839934708
"Rd_1.2","Rd",1.2,600,25.8906868197915
"Rd_1.2","Rd",1.2,800,28.4765240811089
"Rd_1.2","Rd",1.2,1000,30.1156362969512
"Rd_1.2","Rd",1.2,1250,31.4570834540531
"Rd_1.2","Rd",1.2,1500,32.3591272411023
"Rd_1.2","Rd",1.2,1800,33.1119244857468
"Rd_1.3","Rd",1.3,0,-1.3
"Rd_1.3","Rd",1.3,10,-0.408565731807067
"Rd_1.3","Rd",1.3,20,0.46558742123662
"Rd_1.3","Rd",1.3,30,1.322253782291
"Rd_1.3","Rd",1.3,40,2.1612540307508
"Rd_1.3","Rd",1.3,50,2.98243666530358
"Rd_1.3","Rd",1.3,60,3.78567926636392
"Rd_1.3","Rd",1.3,70,4.5708895338942
"Rd_1.3","Rd",1.3,80,5.33800608039937
"Rd_1.3","Rd",1.3,90,6.08699896335766
"Rd_1.3","Rd",1.3,100,6.81786994637849
"Rd_1.3","Rd",1.3,150,10.2026526318799
"Rd_1.3","Rd",1.3,200,13.1521081910678
"Rd_1.3","Rd",1.3,250,15.6975063274574
"Rd_1.3","Rd",1.3,300,17.8805583123816
"Rd_1.3","Rd",1.3,350,19.7474345377251
"Rd_1.3","Rd",1.3,400,21.3438812999379
"Rd_1.3","Rd",1.3,500,23.8890839934708
"Rd_1.3","Rd",1.3,600,25.7906868197914
"Rd_1.3","Rd",1.3,800,28.3765240811089
"Rd_1.3","Rd",1.3,1000,30.0156362969512
"Rd_1.3","Rd",1.3,1250,31.3570834540531
"Rd_1.3","Rd",1.3,1500,32.2591272411023
"Rd_1.3","Rd",1.3,1800,33.0119244857468
"Rd_1.4","Rd",1.4,0,-1.4
"Rd_1.4","Rd",1.4,10,-0.508565731807066
"Rd_1.4","Rd",1.4,20,0.365587421236621
"Rd_1.4","Rd",1.4,30,1.222253782291
"Rd_1.4","Rd",1.4,40,2.0612540307508
"Rd_1.4","Rd",1.4,50,2.88243666530358
"Rd_1.4","Rd",1.4,60,3.68567926636392
"Rd_1.4","Rd",1.4,70,4.4708895338942
"Rd_1.4","Rd",1.4,80,5.23800608039937
"Rd_1.4","Rd",1.4,90,5.98699896335766
"Rd_1.4","Rd",1.4,100,6.71786994637849
"Rd_1.4","Rd",1.4,150,10.1026526318799
"Rd_1.4","Rd",1.4,200,13.0521081910678
"Rd_1.4","Rd",1.4,250,15.5975063274574
"Rd_1.4","Rd",1.4,300,17.7805583123816
"Rd_1.4","Rd",1.4,350,19.6474345377251
"Rd_1.4","Rd",1.4,400,21.2438812999379
"Rd_1.4","Rd",1.4,500,23.7890839934708
"Rd_1.4","Rd",1.4,600,25.6906868197915
"Rd_1.4","Rd",1.4,800,28.2765240811089
"Rd_1.4","Rd",1.4,1000,29.9156362969512
"Rd_1.4","Rd",1.4,1250,31.2570834540531
"Rd_1.4","Rd",1.4,1500,32.1591272411023
"Rd_1.4","Rd",1.4,1800,32.9119244857468
